Viewer Channel,Channel Name,Call Letters (EPG),SD/HD,Channel Type,Blackout Required?,Channel Acquisition,U-FAM,U100,U200,U300,U400,,,,,,,,,,,,,,,,,,,,,,,,,
620,ESPN GamePlan Multiview,APP,APP,APP,NO,National,YES,YES,YES,YES,YES
621,ESPN Full Court Multiview 2012,APP,APP,APP,NO,National,,,,,
630,NFL Network,NFLNet,SD,Linear,YES,National,,,YES,YES,YES
632,NBA TV,NBA,SD,Linear,YES,National,,,,YES,YES
634,MLB Network,MLB,SD,Linear,YES,National,,,,YES,YES
640,NBC Sports Network,NBCSPT,SD,Linear,YES,National,,,YES,YES,YES
641,Golf Channel,GOLF,SD,Linear,NO,National,,,YES,YES,YES
642,Sportsman Channel,SPMN,SD,Linear,NO,National,,,,,YES
643,CBS Sports Network,CBSSN,SD,Linear,YES,National,,,,,YES
647,Fox College Sports - Atlantic,FCSA,SD,Linear,YES,National,,,,,YES
648,Fox College Sports - Central,FCSC,SD,Linear,YES,National,,,,,YES
649,Fox College Sports - Pacific,FCSP,SD,Linear,YES,National,,,,,YES
650,BTN,BTN,SD,Linear,YES,National,,YES,YES,YES,YES
652,Speed Channel,SPEED,SD,Linear,YES,National,,YES,YES,YES,YES
654,Fox Soccer,FS,SD,Linear,YES,National,,,YES,YES,YES
655,FOX Deportes,FOXDEP,SD,Dual,YES,National,,,,,YES
656,GolTV,GOL TV,SD,Linear,NO,National,,,,,YES
658,Univision Deportes,UNIDEP,SD,Linear,YES,National,,,,YES,YES
660,The Tennis Channel,TENNIS,SD,Linear,NO,National,,,,YES,YES
670,TVG Network,TVG,SD,Linear,NO,National,,,,,YES
672,HRTV,HRTV,SD,Linear,NO,National,,,,,YES
680,Outdoor Channel,OUT,SD,Linear,YES,National,,,,,YES
702,YES Network,YES,SD,Linear,YES,National,,,,,YES
704,SportsNet New York,SNNY,SD,Linear,YES,National,,,,,YES
735,SportsTime Ohio,STO,SD,Linear,YES,National,,,,,YES
753,FSN Southwest - Dallas,FSSW-D,SD,Linear,YES,National,,YES,YES,YES,YES
755,FSN Southwest - Houston,FSSW-H,SD,Linear,YES,National,,YES,YES,YES,YES
756,FSN Southwest - San Antonio,FSSW-S,SD,Linear,YES,National,,YES,YES,YES,YES
790,TCM,TCM,SD,Linear,NO,National,,,YES,YES,YES
792,Fox Movie Channel,FMC,SD,Linear,NO,National,,,,YES,YES
795,AMC,AMC,SD,Linear,NO,National,,YES,YES,YES,YES
797,IFC,IFC,SD,Linear,NO,National,,,YES,YES,YES
798,Sundance Channel,SUND,SD,Linear,NO,National,,,YES,YES,YES
799,ReelzChannel,REELZ,SD,Linear,NO,National,,,,YES,YES
800,U-verse Showcase,UVSHOW,HD,Linear,NO,National,YES,YES,YES,YES,YES
802,HBO,HBO,SD,Linear,NO,National,,,,,YES
803,HBO - West,HBO-W,SD,Linear,NO,National,,,,,YES
804,HBO2,HBO2,SD,Linear,NO,National,,,,,YES
805,HBO2 - West,HBO2-W,SD,Linear,NO,National,,,,,YES
806,HBO Family,HBOFAM,SD,Linear,NO,National,,,,,YES
807,HBO Family - West,HBOF-W,SD,Linear,NO,National,,,,,YES
808,HBO Signature,HBOSIG,SD,Linear,NO,National,,,,,YES
809,HBO Signature - West,HBOS-W,SD,Linear,NO,National,,,,,YES
810,HBO Comedy,HBOCOM,SD,Linear,NO,National,,,,,YES
811,HBO Comedy - West,HBOC-W,SD,Linear,NO,National,,,,,YES
812,HBO Zone,HBOZNE,SD,Linear,NO,National,,,,,YES
813,HBO Zone - West,HBOZ-W,SD,Linear,NO,National,,,,,YES
814,HBO Latino,HBOLAT,SD,Linear,NO,National,,,,,YES
815,HBO Latino - West,HBOL-W,SD,Linear,NO,National,,,,,YES
832,Cinemax,MAX,SD,Linear,NO,National,,,,,YES
833,Cinemax - West,MAX-W,SD,Linear,NO,National,,,,,YES
834,MoreMAX,MORMAX,SD,Linear,NO,National,,,,,YES
835,MoreMAX - West,MORM-W,SD,Linear,NO,National,,,,,YES
836,ActionMAX,ACTMAX,SD,Linear,NO,National,,,,,YES
837,ActionMAX - West,ACTM-W,SD,Linear,NO,National,,,,,YES
838,ThrillerMAX,THRMAX,SD,Linear,NO,National,,,,,YES
839,ThrillerMAX - West,THRM-W,SD,Linear,NO,National,,,,,YES
840,5StarMAX,5STAR,SD,Linear,NO,National,,,,,YES
842,WMAX,WMAX,SD,Linear,NO,National,,,,,YES
844,OuterMAX,OUTMAX,SD,Linear,NO,National,,,,,YES
846,@MAX,ATMAX,SD,Linear,NO,National,,,,,YES
852,Showtime,SHO,SD,Linear,NO,National,,,,YES,YES
853,Showtime - West,SHO-W,SD,Linear,NO,National,,,,YES,YES
854,Showtime Too,SHO2,SD,Linear,NO,National,,,,YES,YES
855,Showtime Too - West,SHO2-W,SD,Linear,NO,National,,,,YES,YES
856,Showtime Showcase,SHOCSE,SD,Linear,NO,National,,,,YES,YES
857,Showtime Showcase - West,SHOCSW,SD,Linear,NO,National,,,,YES,YES
858,Showtime Extreme,SHOEXT,SD,Linear,NO,National,,,,YES,YES
859,Showtime Extreme - West,SHOEXW,SD,Linear,NO,National,,,,YES,YES
860,Showtime Beyond,SHOBYD,SD,Linear,NO,National,,,,YES,YES
862,Showtime Family Zone,SHOFAM,SD,Linear,NO,National,,,,YES,YES
864,Showtime Next,SHONXT,SD,Linear,NO,National,,,,YES,YES
866,Showtime Women,SHOWM,SD,Linear,NO,National,,,,YES,YES
882,The Movie Channel,TMC,SD,Linear,NO,National,,,,YES,YES
883,The Movie Channel - West,TMC-W,SD,Linear,NO,National,,,,YES,YES
884,TMC Xtra,TMCXTR,SD,Linear,NO,National,,,,YES,YES
885,TMC Xtra - West,TMCXTW,SD,Linear,NO,National,,,,YES,YES
890,FLIX,FLIX,SD,Linear,NO,National,,,,YES,YES
902,Starz,STRZ,SD,Linear,NO,National,,,,YES,YES
903,Starz - West,STRZ-W,SD,Linear,NO,National,,,,YES,YES
904,Starz Edge,STRZED,SD,Linear,NO,National,,,,YES,YES
906,Starz inBlack,STRZBK,SD,Linear,NO,National,,,,YES,YES
908,Starz Cinema,STRZCN,SD,Linear,NO,National,,,,YES,YES
909,Starz Movieplex,MPLEX,SD,Linear,NO,National,,,,YES,YES
910,Starz Comedy,STRZCM,SD,Linear,NO,National,,,,YES,YES
912,Starz Kids & Family,STRZKF,SD,Linear,NO,National,,,,YES,YES
914,IndiePlex,INDIE,SD,Linear,NO,National,,,,YES,YES
916,RetroPlex,RETRO,SD,Linear,NO,National,,,,YES,YES
932,Encore,ENC,SD,Linear,NO,National,,,,YES,YES
933,Encore - West,ENC-W,SD,Linear,NO,National,,,,YES,YES
934,Encore Love,ENCLOV,SD,Linear,NO,National,,,,YES,YES
936,Encore Suspense,ENCSUS,SD,Linear,NO,National,,,,YES,YES
938,Encore Action,ENCACT,SD,Linear,NO,National,,,,YES,YES
940,Encore Westerns,ENCWES,SD,Linear,NO,National,,,,YES,YES
942,Encore Drama,ENCDRA,SD,Linear,NO,National,,,,YES,YES
943,Encore Espanol,ENC ES,SD,Linear,NO,National,,,,YES,YES
944,Encore Family,ENCFAM,SD,Linear,NO,National,,,,YES,YES
945,AT&T U-verse Movies,MOVIES,HD,Dual,NO,National,YES,YES,YES,YES,YES
952,Playboy TV,PLBY,SD,Dual,NO,National,,,,,
954,Playboy TV en Espanol,PLBYSI,SD,Dual,NO,National,,,,,
960,AT&T U-verse Movies,MOVIES,HD,Dual,NO,National,YES,YES,YES,YES,YES
961,AT&T U-verse Buzz,BUZZ,HD,Dual,NO,National,YES,YES,YES,YES,YES
962,Customer Notification,ATTN,HD,Dual,NO,National,YES,YES,YES,YES,YES
963,AT&T U-verse Sports,SPORTS,HD,Dual,NO,National,YES,YES,YES,YES,YES
964,U-verse Showcase,UVSHOW,HD,Dual,NO,National,YES,YES,YES,YES,YES
1000,AT&T U-verse Buzz,BUZZ,HD,Dual,NO,National,YES,YES,YES,YES,YES
1002,KCWX-HD-2 (MY NETWORK TV),KCWXHD,HD,Linear,NO,Local,YES,YES,YES,YES,YES
1004,WOAI-HD-4 (NBC),WOAIHD,HD,Linear,NO,Local,YES,YES,YES,YES,YES
1005,KENS-HD-5 (CBS),KENSHD,HD,Linear,NO,Local,YES,YES,YES,YES,YES
1006,HSN HD,HSN HD,HD,Dual,NO,National,YES,YES,YES,YES,YES
1008,KWEX-HD-8 (UNI),KWEXHD,HD,Linear,NO,Local,YES,YES,YES,YES,YES
1009,KLRN-HD-9 (PBS),KLRNHD,HD,Linear,NO,Local,YES,YES,YES,YES,YES
1011,QVC HD,QVC HD,HD,Dual,NO,National,YES,YES,YES,YES,YES
1012,KSAT-HD-12 (ABC),KSATHD,HD,Linear,NO,Local,YES,YES,YES,YES,YES
1017,KNIC-HD-17 (TF),KNICHD,HD,Linear,NO,Local,YES,YES,YES,YES,YES
1026,KPXL-HD-26 (ION),KPXLHD,HD,Linear,NO,Local,YES,YES,YES,YES,YES
1029,KABB-HD-29 (FOX),KABBHD,HD,Linear,NO,Local,YES,YES,YES,YES,YES
1035,KMYS-HD-35 (THE CW),KMYSHD,HD,Linear,NO,Local,YES,YES,YES,YES,YES
1037,As Seen On TV,ASO TV,SD,Dual,NO,National,YES,YES,YES,YES,YES
1082,Valu TV,ValuTV,SD,Dual,NO,National,YES,YES,YES,YES,YES
